Order_ID,Product_ID,User_ID,Order_Date,Return_Date,Product_Category,Product_Price,Order_Quantity,Return_Reason,Return_Status,Days_to_Return,User_Age,User_Gender,User_Location,Payment_Method,Shipping_Method,Discount_Applied,Return_Flag,Order_Value,Return_Value,Age_Group,Return_Speed
ORD00009944,PROD00009944,USER00009944,"Saturday, August 12, 2023",,Electronics,218.32,5,,Not Returned,,18,Male,City65,Credit Card,Next-Day,2.73,0,1091.6,0,Under 25,Within a Week
ORD00000130,PROD00000130,USER00000130,"Sunday, February 25, 2024",,Electronics,319.34,1,,Not Returned,,54,Male,City76,Gift Card,Next-Day,18.74,0,319.34,0,40-59,Within a Week
ORD00000201,PROD00000201,USER00000201,"Monday, June 5, 2023",,Electronics,47.64,1,,Not Returned,,19,Male,City93,Gift Card,Next-Day,33.04,0,47.64,0,Under 25,Within a Week
ORD00000435,PROD00000435,USER00000435,"Sunday, November 26, 2023",,Electronics,411.2,1,,Not Returned,,39,Male,City75,Gift Card,Next-Day,34.52,0,411.2,0,25-39,Within a Week
ORD00000962,PROD00000962,USER00000962,"Monday, October 21, 2024",,Electronics,101.53,1,,Not Returned,,51,Male,City72,PayPal,Next-Day,1.84,0,101.53,0,40-59,Within a Week
ORD00001003,PROD00001003,USER00001003,"Thursday, August 15, 2024",,Electronics,476.1,1,,Not Returned,,38,Female,City32,Credit Card,Next-Day,32.84,0,476.1,0,25-39,Within a Week
ORD00001198,PROD00001198,USER00001198,"Saturday, October 14, 2023",,Electronics,125.91,1,,Not Returned,,37,Female,City26,Credit Card,Next-Day,28.76,0,125.91,0,25-39,Within a Week
ORD00001277,PROD00001277,USER00001277,"Friday, January 19, 2024",,Electronics,109.36,1,,Not Returned,,47,Male,City69,Credit Card,Next-Day,16.26,0,109.36,0,40-59,Within a Week
ORD00001282,PROD00001282,USER00001282,"Sunday, July 30, 2023",,Electronics,131.83,1,,Not Returned,,43,Male,City87,Credit Card,Next-Day,32.67,0,131.83,0,40-59,Within a Week
ORD00001284,PROD00001284,USER00001284,"Thursday, February 29, 2024",,Electronics,342.7,1,,Not Returned,,68,Male,City13,Debit Card,Next-Day,21.71,0,342.7,0,60+,Within a Week
ORD00001584,PROD00001584,USER00001584,"Thursday, January 12, 2023",,Electronics,95.47,1,,Not Returned,,44,Male,City65,PayPal,Next-Day,35.18,0,95.47,0,40-59,Within a Week
ORD00001771,PROD00001771,USER00001771,"Monday, October 21, 2024",,Electronics,271.68,1,,Not Returned,,23,Female,City62,Gift Card,Next-Day,22.55,0,271.68,0,Under 25,Within a Week
ORD00001954,PROD00001954,USER00001954,"Tuesday, December 12, 2023",,Electronics,476.4,1,,Not Returned,,39,Male,City51,PayPal,Next-Day,17.86,0,476.4,0,25-39,Within a Week
ORD00001972,PROD00001972,USER00001972,"Monday, September 16, 2024",,Electronics,375.29,1,,Not Returned,,65,Male,City65,PayPal,Next-Day,44.52,0,375.29,0,60+,Within a Week
ORD00002054,PROD00002054,USER00002054,"Thursday, May 16, 2024",,Electronics,148.79,1,,Not Returned,,51,Female,City70,Gift Card,Next-Day,48.39,0,148.79,0,40-59,Within a Week
ORD00002229,PROD00002229,USER00002229,"Thursday, June 29, 2023",,Electronics,211.23,1,,Not Returned,,25,Male,City62,Gift Card,Next-Day,12.45,0,211.23,0,25-39,Within a Week
ORD00002684,PROD00002684,USER00002684,"Sunday, June 4, 2023",,Electronics,434.98,1,,Not Returned,,69,Male,City45,Credit Card,Next-Day,37.8,0,434.98,0,60+,Within a Week
ORD00002803,PROD00002803,USER00002803,"Saturday, September 28, 2024",,Electronics,195.55,1,,Not Returned,,36,Male,City1,Gift Card,Next-Day,22.26,0,195.55,0,25-39,Within a Week
ORD00003122,PROD00003122,USER00003122,"Sunday, August 18, 2024",,Electronics,151.09,1,,Not Returned,,42,Male,City81,Credit Card,Next-Day,29.13,0,151.09,0,40-59,Within a Week
ORD00003146,PROD00003146,USER00003146,"Thursday, November 16, 2023",,Electronics,223.87,1,,Not Returned,,42,Male,City60,PayPal,Next-Day,12.87,0,223.87,0,40-59,Within a Week
ORD00003378,PROD00003378,USER00003378,"Friday, March 22, 2024",,Electronics,29.98,1,,Not Returned,,42,Male,City63,Gift Card,Next-Day,10.93,0,29.98,0,40-59,Within a Week
ORD00003449,PROD00003449,USER00003449,"Sunday, August 20, 2023",,Electronics,400.98,1,,Not Returned,,53,Female,City37,Gift Card,Next-Day,45.52,0,400.98,0,40-59,Within a Week
ORD00003495,PROD00003495,USER00003495,"Friday, September 6, 2024",,Electronics,377.79,1,,Not Returned,,59,Female,City51,PayPal,Next-Day,49.96,0,377.79,0,40-59,Within a Week
ORD00003578,PROD00003578,USER00003578,"Friday, December 29, 2023",,Electronics,330.19,1,,Not Returned,,70,Female,City47,Debit Card,Next-Day,30.78,0,330.19,0,60+,Within a Week
ORD00003693,PROD00003693,USER00003693,"Friday, October 13, 2023",,Electronics,18.21,1,,Not Returned,,27,Female,City71,Gift Card,Next-Day,13.19,0,18.21,0,25-39,Within a Week
ORD00003792,PROD00003792,USER00003792,"Sunday, December 15, 2024",,Electronics,473.44,1,,Not Returned,,67,Female,City82,PayPal,Next-Day,6.04,0,473.44,0,60+,Within a Week
ORD00003860,PROD00003860,USER00003860,"Thursday, May 2, 2024",,Electronics,91.07,1,,Not Returned,,51,Female,City11,Credit Card,Next-Day,13.69,0,91.07,0,40-59,Within a Week
ORD00004010,PROD00004010,USER00004010,"Sunday, January 15, 2023",,Electronics,329.44,1,,Not Returned,,19,Female,City53,Debit Card,Next-Day,45.94,0,329.44,0,Under 25,Within a Week
ORD00004051,PROD00004051,USER00004051,"Monday, January 8, 2024",,Electronics,161.59,1,,Not Returned,,51,Female,City68,PayPal,Next-Day,32.14,0,161.59,0,40-59,Within a Week
ORD00004529,PROD00004529,USER00004529,"Sunday, June 18, 2023",,Electronics,455.48,1,,Not Returned,,66,Female,City78,PayPal,Next-Day,1.96,0,455.48,0,60+,Within a Week
ORD00004616,PROD00004616,USER00004616,"Friday, October 18, 2024",,Electronics,292.98,1,,Not Returned,,32,Female,City50,Debit Card,Next-Day,5.57,0,292.98,0,25-39,Within a Week
ORD00004723,PROD00004723,USER00004723,"Wednesday, October 30, 2024",,Electronics,151.37,1,,Not Returned,,31,Male,City81,Credit Card,Next-Day,33.75,0,151.37,0,25-39,Within a Week
ORD00005493,PROD00005493,USER00005493,"Saturday, May 11, 2024",,Electronics,452.64,1,,Not Returned,,47,Female,City92,Gift Card,Next-Day,18.44,0,452.64,0,40-59,Within a Week
ORD00005544,PROD00005544,USER00005544,"Saturday, December 21, 2024",,Electronics,33.26,1,,Not Returned,,37,Female,City47,Credit Card,Next-Day,15.21,0,33.26,0,25-39,Within a Week
ORD00005761,PROD00005761,USER00005761,"Saturday, August 10, 2024",,Electronics,249.56,1,,Not Returned,,70,Male,City84,Credit Card,Next-Day,19.22,0,249.56,0,60+,Within a Week
ORD00005805,PROD00005805,USER00005805,"Tuesday, February 13, 2024",,Electronics,74.58,1,,Not Returned,,55,Female,City60,Debit Card,Next-Day,21.11,0,74.58,0,40-59,Within a Week
ORD00005837,PROD00005837,USER00005837,"Wednesday, January 31, 2024",,Electronics,221.66,1,,Not Returned,,67,Female,City86,Credit Card,Next-Day,31.06,0,221.66,0,60+,Within a Week
ORD00005864,PROD00005864,USER00005864,"Wednesday, March 8, 2023",,Electronics,383.97,1,,Not Returned,,39,Female,City8,Debit Card,Next-Day,41.48,0,383.97,0,25-39,Within a Week
ORD00006009,PROD00006009,USER00006009,"Monday, April 1, 2024",,Electronics,430.27,1,,Not Returned,,42,Female,City53,Gift Card,Next-Day,27.4,0,430.27,0,40-59,Within a Week
ORD00006037,PROD00006037,USER00006037,"Saturday, April 6, 2024",,Electronics,372.58,1,,Not Returned,,60,Female,City72,Gift Card,Next-Day,20.48,0,372.58,0,60+,Within a Week
ORD00006076,PROD00006076,USER00006076,"Saturday, September 9, 2023",,Electronics,272.81,1,,Not Returned,,60,Male,City63,Debit Card,Next-Day,14.5,0,272.81,0,60+,Within a Week
ORD00006532,PROD00006532,USER00006532,"Thursday, April 11, 2024",,Electronics,298.23,1,,Not Returned,,41,Female,City48,PayPal,Next-Day,2.12,0,298.23,0,40-59,Within a Week
ORD00006556,PROD00006556,USER00006556,"Friday, January 26, 2024",,Electronics,452.79,1,,Not Returned,,53,Male,City44,Debit Card,Next-Day,8.5,0,452.79,0,40-59,Within a Week
ORD00006662,PROD00006662,USER00006662,"Thursday, March 28, 2024",,Electronics,456.66,1,,Not Returned,,65,Female,City93,Credit Card,Next-Day,44.27,0,456.66,0,60+,Within a Week
ORD00006670,PROD00006670,USER00006670,"Friday, February 23, 2024",,Electronics,479.53,1,,Not Returned,,52,Male,City87,Credit Card,Next-Day,4.11,0,479.53,0,40-59,Within a Week
ORD00006711,PROD00006711,USER00006711,"Thursday, February 29, 2024",,Electronics,106.64,1,,Not Returned,,52,Male,City19,Debit Card,Next-Day,2.02,0,106.64,0,40-59,Within a Week
ORD00006800,PROD00006800,USER00006800,"Sunday, October 15, 2023",,Electronics,440.94,1,,Not Returned,,37,Female,City69,Gift Card,Next-Day,29.08,0,440.94,0,25-39,Within a Week
ORD00007231,PROD00007231,USER00007231,"Friday, December 15, 2023",,Electronics,371.33,1,,Not Returned,,39,Female,City74,Credit Card,Next-Day,38.26,0,371.33,0,25-39,Within a Week
ORD00007237,PROD00007237,USER00007237,"Thursday, July 4, 2024",,Electronics,197.54,1,,Not Returned,,25,Male,City46,Credit Card,Next-Day,40.48,0,197.54,0,25-39,Within a Week
ORD00007319,PROD00007319,USER00007319,"Saturday, June 8, 2024",,Electronics,244.24,1,,Not Returned,,42,Male,City44,PayPal,Next-Day,14.4,0,244.24,0,40-59,Within a Week
ORD00007384,PROD00007384,USER00007384,"Saturday, March 4, 2023",,Electronics,203.94,1,,Not Returned,,70,Male,City25,Debit Card,Next-Day,43.62,0,203.94,0,60+,Within a Week
ORD00007454,PROD00007454,USER00007454,"Sunday, June 16, 2024",,Electronics,51.14,1,,Not Returned,,40,Female,City67,Gift Card,Next-Day,23.58,0,51.14,0,40-59,Within a Week
ORD00007460,PROD00007460,USER00007460,"Sunday, March 19, 2023",,Electronics,414.41,1,,Not Returned,,51,Male,City90,Credit Card,Next-Day,14.16,0,414.41,0,40-59,Within a Week
ORD00007518,PROD00007518,USER00007518,"Thursday, August 17, 2023",,Electronics,101.15,1,,Not Returned,,24,Female,City80,Credit Card,Next-Day,21.51,0,101.15,0,Under 25,Within a Week
ORD00007590,PROD00007590,USER00007590,"Saturday, January 21, 2023",,Electronics,90.36,1,,Not Returned,,67,Male,City39,Debit Card,Next-Day,31.84,0,90.36,0,60+,Within a Week
ORD00007821,PROD00007821,USER00007821,"Thursday, February 2, 2023",,Electronics,295.93,1,,Not Returned,,32,Female,City81,Credit Card,Next-Day,5.03,0,295.93,0,25-39,Within a Week
ORD00008051,PROD00008051,USER00008051,"Wednesday, May 1, 2024",,Electronics,211,1,,Not Returned,,22,Male,City46,Gift Card,Next-Day,46.82,0,211,0,Under 25,Within a Week
ORD00008174,PROD00008174,USER00008174,"Wednesday, July 10, 2024",,Electronics,103.49,1,,Not Returned,,67,Female,City16,Debit Card,Next-Day,9.19,0,103.49,0,60+,Within a Week
ORD00008249,PROD00008249,USER00008249,"Wednesday, August 9, 2023",,Electronics,36.14,1,,Not Returned,,24,Male,City67,Debit Card,Next-Day,48.12,0,36.14,0,Under 25,Within a Week
ORD00008435,PROD00008435,USER00008435,"Sunday, December 29, 2024",,Electronics,333.64,1,,Not Returned,,28,Male,City7,Credit Card,Next-Day,43.86,0,333.64,0,25-39,Within a Week
ORD00008636,PROD00008636,USER00008636,"Monday, July 29, 2024",,Electronics,486.6,1,,Not Returned,,48,Male,City85,Debit Card,Next-Day,3.16,0,486.6,0,40-59,Within a Week
ORD00008781,PROD00008781,USER00008781,"Thursday, April 20, 2023",,Electronics,190.43,1,,Not Returned,,47,Female,City99,Debit Card,Next-Day,27.9,0,190.43,0,40-59,Within a Week
ORD00008944,PROD00008944,USER00008944,"Saturday, December 21, 2024",,Electronics,276.27,1,,Not Returned,,36,Male,City35,Gift Card,Next-Day,18.38,0,276.27,0,25-39,Within a Week
ORD00008974,PROD00008974,USER00008974,"Friday, October 4, 2024",,Electronics,381.07,1,,Not Returned,,60,Female,City80,PayPal,Next-Day,32.73,0,381.07,0,60+,Within a Week
ORD00009054,PROD00009054,USER00009054,"Thursday, October 19, 2023",,Electronics,394.99,1,,Not Returned,,59,Male,City21,Gift Card,Next-Day,12.85,0,394.99,0,40-59,Within a Week
ORD00009159,PROD00009159,USER00009159,"Monday, April 3, 2023",,Electronics,311.51,1,,Not Returned,,33,Male,City25,Debit Card,Next-Day,39.14,0,311.51,0,25-39,Within a Week
ORD00009491,PROD00009491,USER00009491,"Thursday, March 9, 2023",,Electronics,323.23,1,,Not Returned,,33,Male,City18,Debit Card,Next-Day,2.29,0,323.23,0,25-39,Within a Week
ORD00009509,PROD00009509,USER00009509,"Wednesday, November 1, 2023",,Electronics,97.5,1,,Not Returned,,49,Male,City81,Debit Card,Next-Day,25.51,0,97.5,0,40-59,Within a Week
ORD00009611,PROD00009611,USER00009611,"Friday, March 15, 2024",,Electronics,200.42,1,,Not Returned,,35,Male,City95,Gift Card,Next-Day,22.33,0,200.42,0,25-39,Within a Week
ORD00009796,PROD00009796,USER00009796,"Friday, September 13, 2024",,Electronics,491.5,1,,Not Returned,,70,Female,City33,Gift Card,Next-Day,48.66,0,491.5,0,60+,Within a Week
ORD00009863,PROD00009863,USER00009863,"Thursday, August 8, 2024",,Electronics,392.44,1,,Not Returned,,50,Male,City25,PayPal,Next-Day,44.63,0,392.44,0,40-59,Within a Week
ORD00000013,PROD00000013,USER00000013,"Saturday, July 22, 2023",,Electronics,198.78,2,,Not Returned,,51,Male,City85,PayPal,Next-Day,36.58,0,397.56,0,40-59,Within a Week
ORD00000059,PROD00000059,USER00000059,"Monday, February 13, 2023",,Electronics,16.37,2,,Not Returned,,32,Male,City65,Credit Card,Next-Day,16.08,0,32.74,0,25-39,Within a Week
ORD00000556,PROD00000556,USER00000556,"Friday, August 23, 2024",,Electronics,355.68,2,,Not Returned,,52,Male,City87,PayPal,Next-Day,2.26,0,711.36,0,40-59,Within a Week
ORD00000832,PROD00000832,USER00000832,"Monday, June 19, 2023",,Electronics,109.27,2,,Not Returned,,42,Female,City64,Credit Card,Next-Day,2,0,218.54,0,40-59,Within a Week
ORD00000882,PROD00000882,USER00000882,"Sunday, June 30, 2024",,Electronics,335.28,2,,Not Returned,,20,Female,City80,PayPal,Next-Day,11.94,0,670.56,0,Under 25,Within a Week
ORD00000921,PROD00000921,USER00000921,"Thursday, March 7, 2024",,Electronics,5.46,2,,Not Returned,,47,Male,City67,PayPal,Next-Day,9.32,0,10.92,0,40-59,Within a Week
ORD00001011,PROD00001011,USER00001011,"Friday, February 24, 2023",,Electronics,449.09,2,,Not Returned,,41,Female,City46,Debit Card,Next-Day,33.63,0,898.18,0,40-59,Within a Week
ORD00001013,PROD00001013,USER00001013,"Monday, November 18, 2024",,Electronics,332.82,2,,Not Returned,,59,Male,City27,Credit Card,Next-Day,24.84,0,665.64,0,40-59,Within a Week
ORD00001234,PROD00001234,USER00001234,"Tuesday, June 27, 2023",,Electronics,195,2,,Not Returned,,35,Male,City31,Gift Card,Next-Day,19.75,0,390,0,25-39,Within a Week
ORD00001257,PROD00001257,USER00001257,"Thursday, October 19, 2023",,Electronics,474.72,2,,Not Returned,,64,Male,City25,PayPal,Next-Day,17.98,0,949.44,0,60+,Within a Week
ORD00001285,PROD00001285,USER00001285,"Tuesday, December 3, 2024",,Electronics,395.65,2,,Not Returned,,69,Female,City45,Debit Card,Next-Day,3.4,0,791.3,0,60+,Within a Week
ORD00001484,PROD00001484,USER00001484,"Thursday, October 19, 2023",,Electronics,377.28,2,,Not Returned,,25,Male,City52,Credit Card,Next-Day,2.42,0,754.56,0,25-39,Within a Week
ORD00001722,PROD00001722,USER00001722,"Thursday, August 17, 2023",,Electronics,374.89,2,,Not Returned,,46,Male,City36,Credit Card,Next-Day,37.56,0,749.78,0,40-59,Within a Week
ORD00001808,PROD00001808,USER00001808,"Sunday, July 2, 2023",,Electronics,361.16,2,,Not Returned,,24,Male,City34,Debit Card,Next-Day,28.5,0,722.32,0,Under 25,Within a Week
ORD00002029,PROD00002029,USER00002029,"Friday, May 3, 2024",,Electronics,325.09,2,,Not Returned,,64,Female,City17,PayPal,Next-Day,21.63,0,650.18,0,60+,Within a Week
ORD00002364,PROD00002364,USER00002364,"Monday, September 25, 2023",,Electronics,173.31,2,,Not Returned,,65,Female,City2,Gift Card,Next-Day,38.66,0,346.62,0,60+,Within a Week
ORD00002482,PROD00002482,USER00002482,"Sunday, December 15, 2024",,Electronics,352.74,2,,Not Returned,,41,Female,City5,Gift Card,Next-Day,8.51,0,705.48,0,40-59,Within a Week
ORD00002520,PROD00002520,USER00002520,"Wednesday, January 25, 2023",,Electronics,332.23,2,,Not Returned,,65,Female,City7,Gift Card,Next-Day,9.65,0,664.46,0,60+,Within a Week
ORD00002797,PROD00002797,USER00002797,"Tuesday, June 6, 2023",,Electronics,321.71,2,,Not Returned,,46,Male,City19,Credit Card,Next-Day,22.94,0,643.42,0,40-59,Within a Week
ORD00002839,PROD00002839,USER00002839,"Monday, January 16, 2023",,Electronics,347.42,2,,Not Returned,,19,Male,City33,Credit Card,Next-Day,1.38,0,694.84,0,Under 25,Within a Week
ORD00002864,PROD00002864,USER00002864,"Monday, July 17, 2023",,Electronics,475.84,2,,Not Returned,,63,Male,City10,Debit Card,Next-Day,42.43,0,951.68,0,60+,Within a Week
ORD00002865,PROD00002865,USER00002865,"Sunday, December 3, 2023",,Electronics,23.29,2,,Not Returned,,43,Male,City9,Debit Card,Next-Day,36.97,0,46.58,0,40-59,Within a Week
ORD00002938,PROD00002938,USER00002938,"Saturday, May 25, 2024",,Electronics,231.2,2,,Not Returned,,24,Female,City70,PayPal,Next-Day,46.04,0,462.4,0,Under 25,Within a Week
ORD00003000,PROD00003000,USER00003000,"Sunday, March 31, 2024",,Electronics,211.2,2,,Not Returned,,39,Female,City72,PayPal,Next-Day,30.41,0,422.4,0,25-39,Within a Week
ORD00003137,PROD00003137,USER00003137,"Sunday, May 12, 2024",,Electronics,305.49,2,,Not Returned,,47,Female,City94,Debit Card,Next-Day,32.81,0,610.98,0,40-59,Within a Week
ORD00003175,PROD00003175,USER00003175,"Monday, August 26, 2024",,Electronics,419.72,2,,Not Returned,,63,Female,City37,Gift Card,Next-Day,34.19,0,839.44,0,60+,Within a Week
ORD00003233,PROD00003233,USER00003233,"Friday, September 22, 2023",,Electronics,143.59,2,,Not Returned,,63,Male,City49,PayPal,Next-Day,4.33,0,287.18,0,60+,Within a Week
ORD00003549,PROD00003549,USER00003549,"Wednesday, July 12, 2023",,Electronics,331.76,2,,Not Returned,,56,Female,City53,Gift Card,Next-Day,23.37,0,663.52,0,40-59,Within a Week
ORD00003629,PROD00003629,USER00003629,"Sunday, October 8, 2023",,Electronics,448.41,2,,Not Returned,,68,Male,City76,PayPal,Next-Day,39.28,0,896.82,0,60+,Within a Week
ORD00003690,PROD00003690,USER00003690,"Monday, December 23, 2024",,Electronics,261.92,2,,Not Returned,,67,Female,City83,Gift Card,Next-Day,6.71,0,523.84,0,60+,Within a Week
ORD00003899,PROD00003899,USER00003899,"Monday, June 5, 2023",,Electronics,360.96,2,,Not Returned,,38,Male,City24,Credit Card,Next-Day,4.55,0,721.92,0,25-39,Within a Week
ORD00004008,PROD00004008,USER00004008,"Monday, October 16, 2023",,Electronics,248.23,2,,Not Returned,,22,Male,City15,PayPal,Next-Day,40.97,0,496.46,0,Under 25,Within a Week
ORD00004216,PROD00004216,USER00004216,"Saturday, January 14, 2023",,Electronics,225.05,2,,Not Returned,,45,Male,City20,Gift Card,Next-Day,12.86,0,450.1,0,40-59,Within a Week
ORD00004265,PROD00004265,USER00004265,"Sunday, June 30, 2024",,Electronics,299.54,2,,Not Returned,,61,Male,City26,Credit Card,Next-Day,40.52,0,599.08,0,60+,Within a Week
ORD00004276,PROD00004276,USER00004276,"Tuesday, December 19, 2023",,Electronics,157.71,2,,Not Returned,,36,Female,City4,Debit Card,Next-Day,44.12,0,315.42,0,25-39,Within a Week
ORD00004478,PROD00004478,USER00004478,"Monday, August 7, 2023",,Electronics,342.96,2,,Not Returned,,20,Male,City74,Debit Card,Next-Day,39.84,0,685.92,0,Under 25,Within a Week
ORD00004608,PROD00004608,USER00004608,"Sunday, November 3, 2024",,Electronics,99.96,2,,Not Returned,,65,Female,City60,Gift Card,Next-Day,10.03,0,199.92,0,60+,Within a Week
ORD00004627,PROD00004627,USER00004627,"Monday, October 23, 2023",,Electronics,485.76,2,,Not Returned,,29,Female,City65,Debit Card,Next-Day,16.57,0,971.52,0,25-39,Within a Week
ORD00004840,PROD00004840,USER00004840,"Friday, June 28, 2024",,Electronics,336.14,2,,Not Returned,,32,Female,City21,Gift Card,Next-Day,8.98,0,672.28,0,25-39,Within a Week
ORD00004945,PROD00004945,USER00004945,"Saturday, August 26, 2023",,Electronics,249.52,2,,Not Returned,,33,Male,City24,Debit Card,Next-Day,11.29,0,499.04,0,25-39,Within a Week
ORD00005012,PROD00005012,USER00005012,"Tuesday, February 21, 2023",,Electronics,454.27,2,,Not Returned,,56,Female,City100,Gift Card,Next-Day,31.47,0,908.54,0,40-59,Within a Week
ORD00005242,PROD00005242,USER00005242,"Friday, January 6, 2023",,Electronics,148.6,2,,Not Returned,,37,Male,City15,Credit Card,Next-Day,37.75,0,297.2,0,25-39,Within a Week
ORD00005349,PROD00005349,USER00005349,"Friday, September 1, 2023",,Electronics,456.92,2,,Not Returned,,22,Female,City33,Debit Card,Next-Day,34.1,0,913.84,0,Under 25,Within a Week
ORD00005441,PROD00005441,USER00005441,"Thursday, October 5, 2023",,Electronics,241.9,2,,Not Returned,,28,Female,City69,PayPal,Next-Day,3.84,0,483.8,0,25-39,Within a Week
ORD00005547,PROD00005547,USER00005547,"Friday, November 3, 2023",,Electronics,33,2,,Not Returned,,58,Male,City11,Debit Card,Next-Day,0.02,0,66,0,40-59,Within a Week
ORD00005612,PROD00005612,USER00005612,"Saturday, March 18, 2023",,Electronics,327.46,2,,Not Returned,,70,Female,City22,PayPal,Next-Day,11.94,0,654.92,0,60+,Within a Week
ORD00005783,PROD00005783,USER00005783,"Wednesday, February 28, 2024",,Electronics,142.98,2,,Not Returned,,53,Male,City34,Gift Card,Next-Day,31.03,0,285.96,0,40-59,Within a Week
ORD00005969,PROD00005969,USER00005969,"Wednesday, July 5, 2023",,Electronics,192.63,2,,Not Returned,,67,Male,City92,Gift Card,Next-Day,31.09,0,385.26,0,60+,Within a Week
ORD00005976,PROD00005976,USER00005976,"Wednesday, January 25, 2023",,Electronics,155.14,2,,Not Returned,,35,Male,City69,PayPal,Next-Day,35.04,0,310.28,0,25-39,Within a Week
ORD00006214,PROD00006214,USER00006214,"Monday, May 1, 2023",,Electronics,378.83,2,,Not Returned,,64,Female,City82,Gift Card,Next-Day,21.12,0,757.66,0,60+,Within a Week
ORD00006498,PROD00006498,USER00006498,"Thursday, October 10, 2024",,Electronics,176.58,2,,Not Returned,,68,Male,City22,PayPal,Next-Day,42.1,0,353.16,0,60+,Within a Week
ORD00006709,PROD00006709,USER00006709,"Saturday, November 4, 2023",,Electronics,371.34,2,,Not Returned,,66,Male,City98,Credit Card,Next-Day,39.34,0,742.68,0,60+,Within a Week
ORD00006839,PROD00006839,USER00006839,"Wednesday, March 15, 2023",,Electronics,185.85,2,,Not Returned,,44,Female,City56,Credit Card,Next-Day,12.5,0,371.7,0,40-59,Within a Week
ORD00007146,PROD00007146,USER00007146,"Monday, September 4, 2023",,Electronics,233.29,2,,Not Returned,,18,Female,City65,Debit Card,Next-Day,46.89,0,466.58,0,Under 25,Within a Week
ORD00007191,PROD00007191,USER00007191,"Thursday, April 20, 2023",,Electronics,384.36,2,,Not Returned,,38,Female,City5,Credit Card,Next-Day,45.33,0,768.72,0,25-39,Within a Week
ORD00007283,PROD00007283,USER00007283,"Tuesday, October 17, 2023",,Electronics,206.37,2,,Not Returned,,35,Female,City66,PayPal,Next-Day,7.93,0,412.74,0,25-39,Within a Week
ORD00007532,PROD00007532,USER00007532,"Friday, November 29, 2024",,Electronics,247.83,2,,Not Returned,,57,Male,City13,Gift Card,Next-Day,37.47,0,495.66,0,40-59,Within a Week
ORD00007642,PROD00007642,USER00007642,"Sunday, June 11, 2023",,Electronics,278.73,2,,Not Returned,,49,Female,City58,PayPal,Next-Day,49.28,0,557.46,0,40-59,Within a Week
ORD00007649,PROD00007649,USER00007649,"Sunday, January 15, 2023",,Electronics,467.38,2,,Not Returned,,34,Male,City3,Debit Card,Next-Day,12.23,0,934.76,0,25-39,Within a Week
ORD00007655,PROD00007655,USER00007655,"Tuesday, June 6, 2023",,Electronics,145.66,2,,Not Returned,,48,Female,City41,Debit Card,Next-Day,2.27,0,291.32,0,40-59,Within a Week
ORD00007700,PROD00007700,USER00007700,"Monday, November 4, 2024",,Electronics,302.31,2,,Not Returned,,63,Female,City16,Gift Card,Next-Day,5.6,0,604.62,0,60+,Within a Week
ORD00007897,PROD00007897,USER00007897,"Monday, August 12, 2024",,Electronics,59.81,2,,Not Returned,,68,Female,City97,Debit Card,Next-Day,47.01,0,119.62,0,60+,Within a Week
ORD00008247,PROD00008247,USER00008247,"Wednesday, July 19, 2023",,Electronics,384.47,2,,Not Returned,,39,Male,City43,Credit Card,Next-Day,10.79,0,768.94,0,25-39,Within a Week
ORD00008627,PROD00008627,USER00008627,"Thursday, August 22, 2024",,Electronics,159.6,2,,Not Returned,,32,Female,City21,Credit Card,Next-Day,1.05,0,319.2,0,25-39,Within a Week
ORD00008683,PROD00008683,USER00008683,"Saturday, May 18, 2024",,Electronics,34.46,2,,Not Returned,,34,Female,City100,Gift Card,Next-Day,19.05,0,68.92,0,25-39,Within a Week
ORD00008702,PROD00008702,USER00008702,"Tuesday, August 1, 2023",,Electronics,409.92,2,,Not Returned,,41,Female,City79,Credit Card,Next-Day,4.59,0,819.84,0,40-59,Within a Week
ORD00009069,PROD00009069,USER00009069,"Thursday, May 25, 2023",,Electronics,264.41,2,,Not Returned,,43,Female,City64,Gift Card,Next-Day,39.14,0,528.82,0,40-59,Within a Week
ORD00009070,PROD00009070,USER00009070,"Sunday, August 4, 2024",,Electronics,24.11,2,,Not Returned,,47,Female,City93,Gift Card,Next-Day,25.48,0,48.22,0,40-59,Within a Week
ORD00009367,PROD00009367,USER00009367,"Wednesday, May 3, 2023",,Electronics,226.51,2,,Not Returned,,68,Male,City78,Credit Card,Next-Day,45.86,0,453.02,0,60+,Within a Week
ORD00009585,PROD00009585,USER00009585,"Wednesday, October 2, 2024",,Electronics,419.81,2,,Not Returned,,49,Female,City39,Credit Card,Next-Day,7.98,0,839.62,0,40-59,Within a Week
ORD00009892,PROD00009892,USER00009892,"Sunday, January 1, 2023",,Electronics,420.16,2,,Not Returned,,19,Male,City29,PayPal,Next-Day,37.96,0,840.32,0,Under 25,Within a Week
ORD00000003,PROD00000003,USER00000003,"Thursday, August 29, 2024",,Toys,401.09,3,,Not Returned,,40,Male,City95,PayPal,Next-Day,15.37,0,1203.27,0,40-59,Within a Week
ORD00000034,PROD00000034,USER00000034,"Thursday, September 7, 2023",,Toys,290.49,3,,Not Returned,,34,Male,City42,PayPal,Next-Day,8.51,0,871.47,0,25-39,Within a Week
ORD00000072,PROD00000072,USER00000072,"Thursday, March 30, 2023",,Toys,481.58,3,,Not Returned,,39,Male,City97,Debit Card,Next-Day,22.71,0,1444.74,0,25-39,Within a Week
